"version_ID","master_ID","publication","publication_year","local_path","DR_group_ID","locality","country","lat","long","mean_date_BP","date_range","SNP_hits","assessment"
"RISE371.SG","RISE371","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE371.hg19.flt.sort.rmdup.realign.md.bam","Hungary_Maros_EBA.SG","Szöreg-C (Sziv Utca)","Hungary",46.22,20.199,3982,"2137-1939 calBCE (3653±32 BP, OxA-30988)",51763,"PASS (literature)"
"RISE373.SG","RISE373","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE373.hg19.flt.sort.rmdup.realign.md.bam","Hungary_Maros_EBA.SG","Szöreg-C (Sziv Utca)","Hungary",46.22,20.199,3751,"1887-1694 calBCE (3476±30 BP, OxA-31104)",250888,"PASS (literature)"
"RISE374.SG","RISE374","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE374.hg19.flt.sort.rmdup.realign.md.bam","Hungary_Maros_EBA.SG","Szöreg-C (Sziv Utca)","Hungary",46.22,20.199,3643,"1872-1565 calBCE (3402±34 BP, OxA-30989)",143488,"PASS (literature)"
"OBKR_95_d","OBKR_95","MittnikScience2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"I3388_published","I3388","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I3388.bam","Russia_Afanasievo_published","Altai Mountains, Yenisey River, left bank of Karasuk tributary, Karasuk III","Russia",48.832683,83.909744,4600,"2700-2600 BCE",702290,"PASS"
"I3389","I3389","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I3389.bam","Russia_MLBA_Krasnoyarsk","Krasnoyarsk Krai, near Orak Ulus, Orak burial place","Russia",55.1924,89.3053,3600,"1900-1400 BCE",822898,"PASS (damage.ds.half=0.049)"
"I10523","I10523","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I10523.bam","Pakistan_Katelai_IA","Swat Valley, Katelai","Pakistan",34.76584167,72.34913333,2850,"1000-800 BCE",691959,"PASS"
"I5771","I5771","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I5771.bam","Serbia_IronGates_Mesolithic","Vlasac","Serbia",44.53368,22.05032,8325,"6500-6250 BCE",231969,"PASS"
"I7805","I7805","FernandesNatureEcologyEvolution2020","2020","/media/ydiekman/external1/Documents/__MAINZ/data/Fernandes_NEE_2020/BAM/I7805.hg19.bam","Italy_Sicily_EBA","Sicily, Contrada Paolina, Castellucciana","Italy",36.8831,14.5712,3860,"2017-1778 calBCE (3565±25 BP, PSUAMS-6467)",53518,"PASS (mtcontam=[0.91,0.977])"
"I7807","I7807","FernandesNatureEcologyEvolution2020","2020","/media/ydiekman/external1/Documents/__MAINZ/data/Fernandes_NEE_2020/BAM/I7807.hg19.bam","Italy_Sicily_EBA","Sicily, Contrada Paolina, Castellucciana","Italy",36.8831,14.5712,4038,"2195-2027 calBCE (3700±20 BP, PSUAMS-6468)",182892,"PASS"
"I7570","I7570","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I7570_1240k.bam","England_C_EBA","England, Lincolnshire, Langtoft","Great Britain",52.696301,-0.34,3569,"1736-1534 calBCE (3347±30 BP, SUERC-74471)",776537,"PASS (extraction.negative.flag, Xcontam=[0.006,0.012])"
"CHA002_merged","CHA002","VillalbaMoucoCurrentBiology2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/VillalbaMouco_CurBio_2019/CHA002_merged.TF.bam","Spain_EN","Cueva de Chaves","Spain",42.215129,-0.138457,7127,"5302-5061 calBCE (6227±28 BP, MAMS-29127)",142913,"PASS (literature)"
"CHA003_merged","CHA003","VillalbaMoucoCurrentBiology2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/VillalbaMouco_CurBio_2019/CHA003_merged.TF.bam","Spain_EN","Cueva de Chaves","Spain",42.215129,-0.138457,7075,"5302-4991 calBCE (6180±54 BP, D-AMS-015821)",378467,"PASS (literature)"
"CHA004.A0102","CHA004","VillalbaMoucoCurrentBiology2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/VillalbaMouco_CurBio_2019/CHA004.A0102.bam","Spain_EN","Cueva de Chaves","Spain",42.215129,-0.138457,6420,"4545-4367 calBCE (5645±31 BP, MAMS-28128)",64546,"PASS (literature)"
"I5957_published","I5957","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I5957.bam","Ukraine_N_published","Volniensky, Vilnianka","Ukraine",47.9543,35.3893,7287,"5470-5221 calBCE (6365±30 BP, PSUAMS-3981)",76993,"PASS (literature)"
"PN112.SG","PN112","CassidyNature2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Cassidy_Nature_2020/PN112-F-EX3.trimmed25bp25q.sorted.grouped.duprm.indel.bam","Ireland_EN_MN.SG","Ireland, Clare, Poulnabrone","Ireland",53.04866,-9.140049,5558,"3704-3529 calBCE (4845±29 BP, OxA-25949)",675143,"PASS (literature)"
"I7480","I7480","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I7480.bam","Russia_MLBA_Sintashta","Kamennyi Ambar 5 Cemetery","Russia",52.81666667,60.46666667,3825,"2050-1700 BCE",859417,"PASS"
"ans017.SG","ans017","SanchezQuintoPNAS2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/SanchezQuinto_PNAS_2019/ans017.hs37d5.fa.cons.90perc.bam","Sweden_Ansarve_Megalithic.SG","Ansarve","Sweden",57.509,18.14,5053,"3328-2924 calBCE (4430±30 BP, Beta-402965)",1109883,"PASS (literature)"
"ans016.SG","ans016","SanchezQuintoPNAS2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/SanchezQuinto_PNAS_2019/ans016.hs37d5.fa.cons.90perc.bam","Sweden_Ansarve_Megalithic.SG","Ansarve","Sweden",57.509,18.14,4705,"2879-2631 calBCE (4160±30 BP, Beta-402963)",148525,"PASS (literature)"
"I7643","I7643","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I7643_1240k.bam","Spain_MLN","Valencian Community, Alacant/Alicante, Alcoi, Les Llometes","Spain",38.7025,-0.48631,5785,"3960-3710 calBCE (MAMS-16344)",152222,"PASS"
"I10092","I10092","AgranatTamirCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/AgranatTamir_Cell_2020/BAM/I10092.hg19.fixHead2.bam","Israel_MLBA","Megiddo, Jezreel Valley","Israel",32.58472222,35.01694444,3750,"1900-1700 BCE",451144,"PASS"
"I7640","I7640","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I7640_1240k.bam","England_MBA","England, Cambridgeshire, Trumpington, Clay Farm","Great Britain",52.17839,0.122544,3307,"1434-1278 calBCE (3100±30 BP, SUERC-28349)",801057,"PASS"
"I10097","I10097","AgranatTamirCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/AgranatTamir_Cell_2020/BAM/I10097.hg19.fixHead2.bam","Israel_MLBA","Megiddo, Jezreel Valley","Israel",32.58472222,35.01694444,3500,"1600-1500 BCE",447415,"PASS"
"I10096","I10096","AgranatTamirCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/AgranatTamir_Cell_2020/BAM/I10096.hg19.bam","Israel_MLBA_lc","Megiddo, Jezreel Valley","Israel",32.58472222,35.01694444,3500,"1600-1500 BCE",6579,"PASS"
"I7645","I7645","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I7645_1240k.bam","Spain_MLN","Valencian Community, Alacant/Alicante, Alcoi, Les Llometes","Spain",38.7025,-0.48631,5720,"3990-3550 calBCE (MAMS-16340)",33669,"PASS (mtcontam=[0.933,0.975])"
"I7644","I7644","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I7644_1240k.bam","Spain_MLN","Valencian Community, Alacant/Alicante, Alcoi, Les Llometes","Spain",38.7025,-0.48631,5460,"3640-3380 calBCE (MAMS-16353)",343965,"PASS"
"I3949","I3949","NarasimhanPattersonScience2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"I10099","I10099","AgranatTamirCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/AgranatTamir_Cell_2020/BAM/I10099.hg19.fixHead2.bam","Israel_MLBA","Megiddo, Jezreel Valley","Israel",32.58472222,35.01694444,3500,"1600-1500 BCE",520549,"PASS"
"RISE412.SG","RISE412","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE412.hg19.flt.sort.rmdup.realign.md.bam","Armenia_LBA.SG","Noratus","Armenia",40.38,45.18,3018,"1201-935 calBCE (2885±31 BP, UBA-27940)",116662,"PASS (literature)"
"I2521","I2521","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I2521.bam","Bulgaria_N","Veliko Tarnovo, Dzhulyunitsa","Bulgaria",43.16089,25.88341,7503,"5621-5481 calBCE (6615±30 BP, PSUAMS-1836)",802956,"PASS"
"R1551.SG","R1551","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R1551.bam","Italy_Imperial_o3.SG","Monterotondo","Italy",42.0659019,12.5866474,1797,"76-219 calCE (1895±25 BP, UCIAMS-213637)",689420,"PASS (literature)"
"RISE1163.SG","RISE1163","SchroederPNAS2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Schroeder_PNAS_2019/Koszyce-3_5_final.bam","Poland_Koszyce_GAC.SG","Koszyce, site 3","Poland",48.7,21.2,4736,"2891-2674 calBCE (4196±25 BP)",1147530,"PASS (literature)"
"RISE1162.SG","RISE1162","SchroederPNAS2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"RISE1161.SG","RISE1161","SchroederPNAS2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Schroeder_PNAS_2019/Koszyce-3_3_final.bam","Poland_Koszyce_GAC.SG","Koszyce, site 3","Poland",48.7,21.2,4785,"2915-2698 calBCE (4239±33 BP)",813323,"PASS (literature)"
"RISE1160.SG","RISE1160","SchroederPNAS2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"RISE1167.SG","RISE1167","SchroederPNAS2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"RISE1166.SG","RISE1166","SchroederPNAS2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Schroeder_PNAS_2019/Koszyce-3_8_final.bam","Poland_Koszyce_GAC.SG","Koszyce, site 3","Poland",48.7,21.2,4904,"3072-2888 calBCE (4330±34 BP)",1079562,"PASS (literature)"
"RISE1165.SG","RISE1165","SchroederPNAS2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Schroeder_PNAS_2019/Koszyce-3_7_final.bam","Poland_Koszyce_GAC.SG","Koszyce, site 3","Poland",48.7,21.2,4754,"2906-2675 calBCE (4220±34 BP)",1025600,"PASS (literature)"
"RISE1164.SG","RISE1164","SchroederPNAS2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"I0260","I0260","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I0260_1240k.bam","Spain_C","Barcelona, Cerdanyola, Paris Street","Spain",41.49194444,2.138888889,4500,"2850-2250 BCE",51816,"PASS"
"I0261","I0261","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I0261_1240k.bam","Spain_C","Barcelona, Cerdanyola, Paris Street","Spain",41.49194444,2.138888889,4500,"2850-2250 BCE",52264,"PASS"
"RISE1169.SG","RISE1169","SchroederPNAS2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"I0263","I0263","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I0263_1240k.bam","Spain_C","Barcelona, Cerdanyola, Paris Street","Spain",41.49194444,2.138888889,4500,"2850-2250 BCE",31569,"PASS"
"I7249","I7249","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I7249_1240k.bam","Czech_BellBeaker","Brandýsek","Czech Republic",50.19,14.158,4011,"2138-1973 calBCE (3670±20 BP, PSUAMS-4499)",779011,"PASS"
"I0736","I0736","MathiesonNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I0736.1240k.bam","Turkey_N","Northwest Anatolia, Marmara, Barcın","Turkey",40.3037,29.57,8300,"6500-6200 BCE",799433,"PASS"
"AY2003","AY2003","WangNatureCommunications2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Wang_NatCom_2019/BAM/AY2003.A0101.fastq.merged.fq.qF.sorted_rmdup.bam","Russia_Steppe_Maikop","Kaspi steppe, Aygurskij 2","Russia",45.68833,43.26458,5452,"3630-3376 calBCE (4726±31 BP, OxA-16147)",745293,"PASS (literature)"
"LugarCanto41.SG","LugarCanto41","MartinianoPLoSGenetics2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Martiniano_PLoSGen_2017/LugarCanto41.readsadded.indel.softclip.bam.ready.bam","Portugal_MN.SG","Lugar do Canto","Portugal",39.414,-8.822,5950,"4500-3500 BCE",759210,"PASS (literature)"
"I0046_published","I0046","LipsonNature2017 (higher.cov.version.of.MathiesonNature2015)","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I0046.1240k.bam","Germany_EN_LBK_published","Halberstadt-Sonntagsfeld","Germany",51.89583333,11.04666667,7041,"5211-4957 calBCE (6136±34 BP, MAMS-21479)",950914,"PASS (literature)"
"LugarCanto45.SG","LugarCanto45","MartinianoPLoSGenetics2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Martiniano_PLoSGen_2017/LugarCanto45.readsadded.indel.softclip.bam.ready.bam","Portugal_MN.SG","Lugar do Canto","Portugal",39.414,-8.822,5950,"4500-3500 BCE",87819,"PASS (literature)"
"I0048_published","I0048","LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I0048.1240k.bam","Germany_EN_LBK_published","Halberstadt-Sonntagsfeld","Germany",51.89583333,11.04666667,7057,"5210-5003 calBCE (6153±33 BP, MAMS-21482)",489640,"PASS (literature)"
"I0049","I0049","MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I0049.1240k.bam","Germany_CordedWare","Esperstedt","Germany",51.42,11.68,4295,"2463-2206 calBCE (3867±35 BP, MAMS-21489)",514322,"PASS"
"POST_12_d","POST_12","MittnikScience2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"I7158","I7158","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I7158_1240k.bam","Spain_Roman_lc","Tarragona, Mas Gassol, Alcover","Spain",41.274,1.178,1600,"200-500 CE",5395,"QUESTIONABLE (damage.ds.half=0.01, literature)"
"RISE600.SG","RISE600","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE600.hg19.flt.sort.rmdup.realign.md.bam","Russia_IA_3.SG","Verh-Uimon","Russia",50.213,85.725,2450,"1000-1 BCE",493260,"PASS (literature)"
"RISE601.SG","RISE601","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE601.hg19.flt.sort.rmdup.realign.md.bam","Russia_IA_3.SG","Verh-Uimon","Russia",50.213,85.725,2450,"1000-1 BCE",674941,"PASS (literature)"
"RISE602.SG","RISE602","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE602.hg19.flt.sort.rmdup.realign.md.bam","Russia_IA_3.SG","Sary-Bel","Russia",50.615,86.459,2450,"1000-1 BCE",709371,"PASS (literature)"
"UNTA58_152_d","UNTA58_152","MittnikScience2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"UNTA58_153","UNTA58_153","MittnikScience2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Mittnik_Science_2019/BAM/UNTA58_153.bam","Germany_Lech_EBA","Haunstetten-Unterer Talweg 58–62","Germany",48.31611,10.892,3839,"2008-1775 calBCE (3553±24 BP, MAMS-18943)",202316,"PASS (literature)"
"I2029_published","I2029","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2029.1240k.bam","Germany_EN_LBK_published","Halberstadt-Sonntagsfeld","Germany",51.89583333,11.04666667,7100,"5299-5049 calBCE (6211±32 BP, KIA-40349)",246281,"PASS (literature)"
"RISE595.SG","RISE595","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE595.hg19.flt.sort.rmdup.realign.md.bam","Montenegro_LBA.SG","Velika Gruda","Montenegro",42.382,18.74,2950,"1200-800 BCE",25715,"PASS (literature)"
"PT2.SG","PT2","BrunelPNAS2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Brunel_PNAS_2020/PT2.mappedHs37.trim2.bam","France_Occitanie_IA2.SG","Occitanie (South), Gailhan, Oppidum du Plan de la Tour","France",43.84402,4.03237,2375,"500-350 BCE",112787,"PASS (literature)"
"I7500","I7500","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I7500_1240k.bam","Spain_Muslim_Emirate","Granada, Motril, Torrenueva, El Maraute","Spain",36.7,-3.483333333,950,"900-1100 CE",66885,"QUESTIONABLE (damage.ds.half=0.017)"
"SF9.SG","SF9","GuntherPLoSBiology2018","2018","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"RISE598.SG","RISE598","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE598.hg19.flt.sort.rmdup.realign.md.bam","Lithuania_LBA.SG","Turlojiske","Lithuania",54.358,23.302,2653,"906-477 calBCE (2590±75 BP, Ua-16681)",18404,"PASS (literature)"
"I3832","I3832","AgranatTamirCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/AgranatTamir_Cell_2020/BAM/I3832.hg19.bam","Israel_MLBA","Hazor","Israel",32.7,35.2,3300,"1450-1250 BCE",287367,"PASS"
"MA973.SG","MA973","SaagCurrentBiology2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Saag_CurBio_2017/MA973.bwa.map.nodup.bam","Estonia_CordedWare.SG","Kursi, Jõgeva","Estonia",58.33,26.15,4416,"2575-2307 calBCE (3960±40 BP, Poz-10825)",882294,"PASS (literature)"
"DA339.SG","DA339","DamgaardScience2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Science_2018/BAM/DA339.sort.rmdup.realign.md.bam","Russia_Shamanka_EBA.SG","Shamanka II","Russia",51.698333,103.703056,4040,"2200-1977 calBCE (3700±33 BP)",254062,"PASS (literature)"
"kol6-ALL_DATA.SG","kol006","SanchezQuintoPNAS2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/SanchezQuinto_PNAS_2019/kol6-ALL_DATA.hs37d5.fa.cons.90perc.bam","Czech_Megalithic.SG","Kolín","Czech Republic",50.028889,15.201157,6775,"4929-4726 calBCE (5950±25 BP, UGAMS-9615)",777676,"PASS (literature)"
"I4349","I4349","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I4349.bam","Iran_HajjiFiruz_C","Hajji Firuz","Iran",36.9944,45.4744,7747,"5891-5720 calBCE (6915±40 BP, PSUAMS-2126)",916581,"PASS (Xcontam=[0.007,0.02])"
"I2440","I2440","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I2440.bam","Poland_Globular_Amphora","Kierzkowo","Poland",52.85,17.88333333,4950,"3100-2900 BCE",189493,"PASS"
"AITI_66_d","AITI_66","MittnikScience2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Mittnik_Science_2019/BAM/AITI_66.bam","Germany_Lech_EBA","Kleinaitingen-Gewerbegebiet Nord","Germany",48.22281,10.84499,3761,"1917-1694 calBCE (3489±34 BP, MAMS-21580)",177695,"PASS (literature)"
"RISE416.SG","RISE416","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE416.hg19.flt.sort.rmdup.realign.md.bam","Armenia_MBA.SG","Nerquin Getashen","Armenia",40.14,45.26,3477,"1616-1443 calBCE (3259±40 BP, UBA-27942)",29391,"PASS (literature)"
"prs009-ALL_DATA.SG","prs008/009","SanchezQuintoPNAS2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/SanchezQuinto_PNAS_2019/prs009-ALL_DATA.hs37d5.fa.cons.90perc.bam","Ireland_Megalithic.SG","Primrose Grange","Ireland",54.2469,-8.55609,5265,"3519-3111 calBCE [union of two dates: 3519-3370 calBCE (4670±30 BP, Beta-446174); 3500-3111 calBCE (4590±30 BP, Beta-446175)]",1122257,"PASS (literature)"
"I5875","I5875","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I5875.bam","Ukraine_N","Dereivka I","Ukraine",48.91422,33.76493,7095,"5295-5053 calBCE (6210±25 BP, PSUAMS-2810)",444315,"PASS"
"R973.SG","R973","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R973.bam","Italy_Medieval_EarlyModern.SG","Tivoli Palazzo Cianti","Italy",41.9559175,12.7542816,300,"1600-1700 CE",801170,"PASS (literature)"
"R970.SG","R970","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R970.bam","Italy_Medieval_EarlyModern_o.SG","Tivoli Palazzo Cianti","Italy",41.9559175,12.7542816,300,"1600-1700 CE",578642,"PASS (literature)"
"I5873_published","I5873","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I5873.bam","Ukraine_N_published","Volniensky, Vilnianka","Ukraine",47.9543,35.3893,7334,"5472-5315 calBCE (6400±25 BP, PSUAMS-2809)",21944,"PASS (literature)"
"Bul10","I12835","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/Bul10.bam","Bulgaria_EBA_Ezero","Nova Zagora, Sabrano","Bulgaria",42.4296242,25.8983542,4951,"3092-2921 calBCE (4396±20 BP, MAMS-26835)",66247,"PASS"
