"version_ID","master_ID","publication","publication_year","local_path","DR_group_ID","locality","country","lat","long","mean_date_BP","date_range","SNP_hits","assessment"
"MA2210_final.SG","MA2210","DamgaardScience2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Science_2018/BAM/MA2210_final.bam","Turkey_EBA.SG","Ovaören","Turkey",38.629306,34.297718,4700,"3000-2500 BCE",569877,"PASS (literature)"
"I3983","I3983","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I3983_1240k.bam","Spain_Roman","Granada, Plaza Einstein","Spain",37.1775,-3.609166667,1550,"261-531 calCE (1660±25 BP, PSUAMS-2081)",661285,"PASS (mtcontam=[0.96,0.977])"
"I1946","I1946","NarasimhanPattersonScience2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"VK133.SG","VK133","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I1944","I1944","NarasimhanPattersonScience2019 (supplement of Lazaridis Nature 2016)","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I1944.bam","Iran_GanjDareh_N","Ganj Dareh","Iran",34.45,48.116,9800,"8000-7700 BCE",61169,"QUESTIONABLE (mtmatchmax=0.927-0.987)"
"I1945","I1945","NarasimhanPattersonScience2019 (supplement of Lazaridis Nature 2016)","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I1945.bam","Iran_GanjDareh_N","Ganj Dareh","Iran",34.45,48.116,9800,"8000-7700 BCE",247405,"PASS (Xcontam=[0,0], mtmatchmax=0.933-0.926)"
"VK134.SG","VK134","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK135.SG","VK135","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I8524","I8524","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I8524.bam","Turkmenistan_C_Geoksyur","Geoksyur","Turkmenistan",37.1907,61.0343,5050,"3400-2800 BCE",218844,"PASS (mtcontam=[0.932,0.972])"
"VK138.SG","VK138","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK139.SG","VK139","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"JK1970","JK1970","LamnidisNatureCommunications2018","2018","glob_finds_multiple_paths","","","",NA,NA,NA,"",NA,""
"ALA084","ALA084","SkourtaniontiCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Skourtanioti_Cell_2020/ALA084.1240K.bam","Turkey_Alalakh_MLBA","Hatay Province, Tell Atchana/Alalakh","Turkey",36.23778,36.38472,3844,"2012-1775 calBCE (3556±25 BP, MAMS-41108)",116321,"PASS"
"I1949","I1949","NarasimhanPattersonScience2019 (supplement of Lazaridis Nature 2016)","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I1949.bam","Iran_GanjDareh_N","Ganj Dareh","Iran",34.45,48.116,10042,"8242-7954 calBCE (8915±40 BP, PSUAMS-2261)",149362,"QUESTIONABLE (mtmatchmax=0.947-0.966)"
"pcw250.SG","pcw250","LinderholmNatureScientificReports2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Linderholm_SciRep_2020/pcw250_3bams_merged.180521.hs37d5.fa.cons.90perc.bam","Poland_Southeast_CordedWare.SG","Southeastern Poland, Mistrzejowice","Poland",50.104444,20.011389,4300,"2500-2200 BCE",59881,"PASS"
"I3767","I3767","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I3767.bam","Kazakhstan_AkMoustafa_MLBA1","Ak-Moustafa","Kazakhstan",47.77798333,72.00968333,3684,"1872-1636 calBCE (3430±20 BP, PSUAMS-2496)",769075,"PASS (damage.ds.half=0.043)"
"I3763","I3763","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I3763.bam","Kazakhstan_MLBA_Zevakinskiy","Zevakinskiy stone fence","Kazakhstan",50.2249,81.83678333,3445,"1599-1436 calBCE (3240±25 BP, PSUAMS-2502)",724973,"PASS"
"I3769","I3769","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I3769.bam","Kazakhstan_LBA_Molaly","Talpaty II, Almaty, Karasu, Molaly Kurgan","Kazakhstan",43.37376667,76.5845,3150,"1400-1000 BCE",733200,"PASS (damage.ds.half=0.049)"
"I1894","I1894","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I1894.1240k.bam","Hungary_MN_Vinca","Versend-Gilencsa","Hungary",45.5853,18.30771,7150,"5400-5000 BCE",15436,"PASS"
"I1895_published","I1895","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I1895.1240k.bam","Hungary_MN_Vinca_published","Szederkény-Kukorica-dülö","Hungary",45.5969,18.28247,7195,"5318-5077 calBCE (6267±33 BP, MAMS-14809)",673444,"PASS"
"I1896","I1896","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I1896.1240k.bam","Hungary_MN_Vinca","Szederkény-Kukorica-dülö","Hungary",45.5969,18.28247,7190,"5317-5074 calBCE (6264±34 BP, OxA-29050)",245617,"PASS"
"I1890","I1890","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I1890.1240k.bam","Hungary_LN_Sopot","Fajsz Garadomb","Hungary",46.41594,18.91974,6875,"5100-4750 BCE",101919,"PASS"
"I1891","I1891","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I1891.1240k.bam","Hungary_LN_Sopot","Fajsz Garadomb","Hungary",46.41594,18.91974,6913,"5203-4841 calBCE (6060±40 BP, Poz-83633)",411794,"PASS"
"I2369","I2369","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2369.1240k.bam","Hungary_LateC_Baden","Budakalász-Luppa csárda","Hungary",47.62094,19.04494,5186,"3370-3101 calBCE (4545±35 BP, Poz-83634)",758484,"PASS"
"I2368","I2368","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2368.1240k.bam","Hungary_LateC_Baden_contam","Budakalász-Luppa csárda","Hungary",47.62094,19.04494,5025,"3300-2850 BCE",79059,"QUESTIONABLE_CRITICAL (mtcontam=[0.352,0.451])"
"I2367_published","I2367","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2367.1240k.bam","Hungary_LateC_Baden_published","Budakalász-Luppa csárda","Hungary",47.62094,19.04494,5085,"3333-2928 calBCE (4440±35 BP, Poz-88228)",836355,"PASS (X-contam=0.008)"
"I2366_published","I2366","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2366.1240k.bam","Hungary_LateC_Baden_published","Budakalász-Luppa csárda","Hungary",47.62094,19.04494,5118,"3340-2937 calBCE (4455±35 BP, Poz-88227)",798237,"PASS (X-contam=0.007; mtcontam=0.96)"
"I2365","I2365","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I2365_1240k.bam","Hungary_EBA_BellBeaker","Budapest-Békásmegyer","Hungary",47.59916,19.05456,4299,"2459-2209 calBCE (3865±22 BP) [R_combine: (3858±32 BP, DeA-6762); (3871±29 BP, DeA-7220)]",922704,"PASS (mtmatchmax=0.959-0.989)"
"I2364","I2364","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I2364_1240k.bam","Hungary_EBA_BellBeaker","Budapest-Békásmegyer","Hungary",47.59916,19.05456,4220,"2403-2153 calBCE (3829±21 BP) [R_combine: (3779±28 BP, DeA-6748); (3883±29 BP, DeA-7215)]",767419,"PASS"
"I7635","I7635","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I7635_1240k.bam","England_C_EBA","England, County Durham, Stockton-on-Tees, Windmill Fields","Great Britain",54.522812,-1.308134,4030,"2196-1976 calBCE (3690±28 BP, BRAMS-1286)",482834,"PASS"
"I1899","I1899","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I1899.1240k.bam","Hungary_LN_Lengyel","Veszprém Jutasi út","Hungary",47.102645,17.912987,6550,"4900-4300 BCE",321589,"PASS"
"I8048","I8048","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I8048_1240k.bam","Spain_C","Granada, Arenas del Rey","Spain",37.005,-3.8947,4050,"2200-2000 BCE",83801,"PASS"
"I6047","I6047","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I6047.bam","Russia_LBA_Priobrazhenka","Priobrazhenka 3","Russia",55.51,77.05,3234,"1386-1212 calBCE (3025±20 BP, PSUAMS-2917)",299441,"PASS"
"I2017_published","I2017","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2017.1240k.bam","Germany_EN_LBK_published","Halberstadt-Sonntagsfeld","Germany",51.89583333,11.04666667,7125,"5500-4850 BCE",55588,"PASS (literature)"
"I2016_published","I2016","LipsonNature2017","2017","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"I0419","I0419","NarasimhanPattersonScience2019 (supplement of MathiesonNature2018)","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I0419.bam","Russia_Potapovka_o2","Samara Oblast, Volga River Valley, Samara River, Utyevka VI","Russia",52.91277778,50.99055556,4000,"2200-1900 BCE",583943,"PASS"
"por004.SG","por004","ValdioseraPNAS2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Valdiosera_PNAS_2018/por004.merged.hs37d5.fa.cons.90perc.bam","Spain_C.SG","Atapuerca, El Portalón","Spain",42.35267,-3.51832,4955,"3096-2913 calBCE (4390±30 BP, Beta-424647)",129402,"PASS (literature)"
"ART001","ART001","SkourtaniontiCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Skourtanioti_Cell_2020/ART001.1240K.PE.bam","Turkey_Arslantepe_EBA","Malatya Province, Arslantepe","Turkey",38.381944,38.361111,4342,"2469-2298 calBCE (3908±26 BP, MAMS-33533)",797506,"QUESTIONABLE (Xcontam=[0.005,0.011], damage.ds.half=0.02)"
"I7060","I7060","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I7060.bam","Kazakhstan_MLBA_OyDzhaylau","Oy-Dzhaylau III","Kazakhstan",42.68943333,73.11748333,3439,"1537-1436 calBCE (3235±25 BP, PSUAMS-3728)",662193,"PASS (damage.ds.half=0.039)"
"I8045","I8045","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I8045_1240k.bam","Portugal_MBA","Setúbal, Melides, Casas Velhas","Portugal",38.1988,-8.71,3450,"1700-1300 BCE",32990,"PASS"
"ART005","ART005","SkourtaniontiCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Skourtanioti_Cell_2020/ART005.1240K.PE.bam","Turkey_Arslantepe_LateC","Malatya Province, Arslantepe","Turkey",38.381944,38.361111,5650,"3772-3646 calBCE (4934±27 BP, MAMS-33535)",471834,"QUESTIONABLE (damage.ds.half=0.02)"
"ART004","ART004","SkourtaniontiCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Skourtanioti_Cell_2020/ART004.1240K.bam","Turkey_Arslantepe_LateC","Malatya Province, Arslantepe","Turkey",38.381944,38.361111,5632,"3762-3638 calBCE (4906±26 BP, MAMS-33534)",97971,"QUESTIONABLE (damage.ds.half=0.01)"
"I2384_published","I2384","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2384.1240k.bam","Hungary_MN_ALPc_published","Hajdúnánás-Eszlári út","Hungary",47.85755,21.43239,7114,"5305-5046 calBCE (6220±40 BP, Poz-83631)",683331,"PASS (X-contam=0.013; mtcontam=0.95)"
"I2387","I2387","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2387.1240k.bam","Hungary_LN_Tisza","Hódmezővásárhely-Kökénydomb Vörös tanya","Hungary",46.3941,20.244951,6700,"5000-4500 BCE",68780,"PASS (damage.ds.half=0.045)"
"I2380","I2380","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2380.1240k.bam","Hungary_MN_ALPc_Szatmar","Mezőkövesd-Mocsolyás","Hungary",47.78134,20.58258,7350,"5500-5300 BCE",740659,"PASS"
"I2383","I2383","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2383.1240k.bam","Hungary_MN_ALPc_contam","Hajdúnánás-Eszlári út","Hungary",47.85755,21.43239,7050,"5300-4900 BCE",61001,"QUESTIONABLE_CRITICAL (PC.outlier, mtcontam=[0.829,0.898])"
"I2382","I2382","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2382.1240k.bam","Hungary_MN_ALPc_Szatmar","Mezőkövesd-Mocsolyás","Hungary",47.78134,20.58258,7350,"5500-5300 BCE",49621,"PASS"
"I6194","I6194","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I6194.bam","Pakistan_Udegram_IA","Swat Valley, Udegram","Pakistan",34.74319444,72.31421667,2950,"1200-800 BCE",776502,"PASS (Xcontam=0.008)"
"I6195","I6195","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I6195.bam","Pakistan_Udegram_IA","Swat Valley, Udegram","Pakistan",34.74319444,72.31421667,2911,"1012-906 calBCE (2810±20 BP, PSUAMS-2841)",66220,"PASS"
"s19_ILS01_1.SG","ILS01","SaagCurrentBiology2019","2019","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I6197","I6197","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I6197.bam","Pakistan_Udegram_IA","Swat Valley, Udegram","Pakistan",34.74319444,72.31421667,2950,"1200-800 BCE",836021,"PASS (Xcontam=0.005)"
"I3496_published","I3496","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I3496_1240k.bam","Spain_IA_published","Catalonia, Barcelona,Cerdanyola, Turó de Ca n’Oliver","Spain",41.4966,2.14694,2200,"300-200 BCE",136968,"QUESTIONABLE (Sex:NoClearCall,too.high.heterozygosity)"
"DA130.SG","DA130","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA130.sort.rmdup.realign.md.bam","Kazakhstan_TianShan_Saka.SG","Tian Shan, Central Steppe","Kazakhstan",43.36861111,77.42666667,2221,"373-171 calBCE (2199±32 BP, UBA-31232)",71933,"PASS (literature)"
"I3494","I3494","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I3494_1240k.bam","Spain_EBA","Valencian Community, València/Valencia, La Font de la Figuera, Coveta del Frare","Spain",38.8494,-0.87138,3781,"1928-1747 calBCE (3515±30 BP, CNA-1661.1.1)",698862,"PASS (Xcontam=[0.005,0.015])"
"VK226.SG","VK226","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK227.SG","VK227","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I3498","I3498","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I3498.bam","Croatia_MN_Sopot","Beli Manastir-Popova zemlja","Croatia",45.338767,18.698861,7681,"5834-5656 calBCE (6850±40 BP, Poz-90129)",502718,"PASS"
"I3499","I3499","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I3499.bam","Croatia_LateC_EBA_Vucedol","Beli Manastir-Popova zemlja","Croatia",45.338767,18.698861,4718,"2885-2635 calBCE (4176±28 BP, BRAMS-1304)",421376,"PASS (substantial.popgen.outlier, mtcontam=[0.964,0.977], Xcontam=[0,0.01])"
"SUC007","SUC007","MarcusNatureCommunications2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Marcus_NatCom_2020/SUC007.A0101.TF.bam","Italy_Sardinia_EBA","Porto Torres, SAS, Su Crucifissu Mannu, t.16","Italy",40.810297,8.444178,4321,"2462-2290 calBCE (3880±22 BP, MAMS-38300)",715979,"PASS"
"VK223.SG","VK223","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"SUC005","SUC005","MarcusNatureCommunications2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Marcus_NatCom_2020/SUC005.A0101.TF.bam","Italy_Sardinia_EBA","Porto Torres, SAS, Su Crucifissu Mannu, t.16","Italy",40.810297,8.444178,4146,"2288-2136 calBCE (3774±20 BP, MAMS-38298)",791969,"PASS"
"R28.SG","SUC004","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R28.bam","Italy_Sardinia_EBA_dup.SUC004.SG","Porto Torres, SAS, Su Crucifissu Mannu, t.16","Italy",40.8101044,8.4422073,4185,"2296-2144 calBCE (3802±19 BP, MAMS-38297)",626733,"PASS (literature)"
"DA221.SG","I7110","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA221.sort.rmdup.realign.md.bam","Kazakhstan_IA_Saka_dup.I7110.SG","Tian Shan, Central Steppe, Kargaly 1","Kazakhstan",43.18222222,76.41305556,2554,"797-411 calBCE [union of two dates: 797-539 calBCE (2526±40 BP, UBA-33605); 748-411 calBCE (2440±20 BP, PSUAMS-3733)]",1052809,"PASS (literature)"
"I8134","I8134","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I8134_1240k.bam","Spain_MLN","Cádiz, San Fernando, Campo de Hockey","Spain",36.445,-6.21,6100,"4700-3600 BCE",663508,"PASS"
"I0985","I0985","NarasimhanPattersonScience2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"I8136","I8136","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I8136_1240k.bam","Spain_EBA","Granada, Orce","Spain",37.7263,-2.5141,3426,"1534-1422 calBCE (3216±33 BP, Ua-39408)",580533,"PASS"
"I8130","I8130","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I8130_1240k.bam","Spain_HG_lc","Valencian Community, València/Valencia, Dos Aguas, Cueva de la Cocina","Spain",39.79,-1.033333,7957,"6064-5926 calBCE (7135±25 BP, PSUAMS-4429)",12933,"PASS (damage.ds.half=0.038)"
"I8131","I8131","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I8131_1240k.bam","Spain_C","Valencian Community, València/Valencia, La Vital, Gandia","Spain",38.9777,-0.16037,4459,"2576-2356 calBCE (3980±30 BP, Beta-504712)",107716,"PASS"
"I8132","I8132","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I8132_1240k.bam","Spain_C_lc","Valencian Community, València/Valencia, La Vital, Gandia","Spain",38.9777,-0.16037,4450,"2600-2400 BCE",3248,"QUESTIONABLE (2500.to.5000.SNPs, damage.ds.half=0.038)"
"I0984","I0984","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I0984.bam","Russia_MLBA_Sintashta","Kamennyi Ambar 5 Cemetery","Russia",52.81666667,60.46666667,3870,"2024-1779 calBCE (3572±29 BP, OxA-12530)",684687,"PASS"
"I0462","I0462","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I0462_1240k.bam","Spain_C_oSteppe","Burgos, Arroyal I","Spain",42.4,-3.75,4405,"2569-2344 calBCE (3950±26 BP, MAMS-25936)",32916,"PASS"
"I0987","I0987","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I0987.bam","Russia_MLBA_Sintashta_contam","Kamennyi Ambar 5 Cemetery","Russia",52.81666667,60.46666667,3825,"2050-1700 BCE",387939,"QUESTIONABLE_CRITICAL (Xcontam=[0.026,0.145], damage.ds.half=0.04-0.049)"
"I0460","I0460","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I0460_1240k.bam","Spain_C","Burgos, Arroyal I","Spain",42.4,-3.75,4287,"2460-2206 calBCE (3860±30 BP, UGA-15905)",344361,"PASS"
"I0461","I0461","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I0461_1240k.bam","Spain_C_oSteppe","Burgos, Arroyal I","Spain",42.4,-3.75,4241,"2453-2201 calBCE (3837±25 BP, MAMS-14857)",720612,"PASS (mtcontam=[0.93,0.954])"
"SA6013","SA6013","WangNatureCommunications2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Wang_NatCom_2019/BAM/SA6013.B0101.fastq.merged.fq.qF.sorted_rmdup.bam","Russia_Steppe_Maikop_o","Kaspi steppe, Šarachalsun 6","Russia",45.725651,43.986933,5167,"3360-3102 calBCE (4524±22 BP, MAMS-29246)",403901,"PASS (literature)"
"I6608_published","I6608","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I6608_1240k.bam","Spain_C_published","Madrid, San Fernando de Henares, Camino de las Yeseras","Spain",40.439,-3.501,3840,"2025-1752 calBCE (3555±40 BP, Ua-35022)",114220,"PASS (literature)"
"I6609","I6609","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I6609_1240k.bam","Spain_C","Madrid, San Fernando de Henares, Camino de las Yeseras","Spain",40.439,-3.501,4100,"2600-1700 BCE",264115,"PASS"
"JK1968","JK1968","LamnidisNatureCommunications2018","2018","glob_finds_multiple_paths","","","",NA,NA,NA,"",NA,""
"I6604","I6604","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I6604_1240k.bam","Spain_C","Madrid, San Fernando de Henares, Camino de las Yeseras","Spain",40.439,-3.501,3947,"2130-1896 calBCE (3630±30 BP, Ua-35012)",199505,"PASS"
"I6605","I6605","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I6605_1240k.bam","Spain_C_lc","Madrid, San Fernando de Henares, Camino de las Yeseras","Spain",40.439,-3.501,4335,"2474-2236 calBCE (3905±35 BP, Ua-35013)",12505,"PASS"
"GW1001","GW1001","WangNatureCommunications2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Wang_NatCom_2019/BAM/GW1001.A0101.fastq.merged.fq.qF.sorted_rmdup.bam","Russia_North_Caucasus","Piedmont, Gorjačevodskij 1","Russia",44.031853,43.129956,4718,"2883-2638 calBCE (4174±24 BP, MAMS-29807)",531046,"PASS (literature)"
"DA139.SG","DA139","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA139.sort.rmdup.realign.md.bam","Russia_Sarmatian.SG","Caspian steppe","Russia",47.293449,39.54598,2300,"800 BCE - 100 CE",503063,"PASS (literature)"
"I6601","I6601","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I6601_1240k.bam","Portugal_C","Estremadura, Bolores","Portugal",39.09,-9.29,4650,"2800-2600 BCE",398824,"PASS"
"I4074","I4074","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I4074_1240k.bam","Netherlands_BellBeaker","Noord-Holland, Oostwoud, De Tuithoorn","Netherlands",52.733563,5.096183,4030,"2281-1899 calBCE (3690±60 BP, GrA-15597)",780740,"PASS"
"Gokhem2.SG","Gokhem2","SkoglundScience2014","2014","/media/ydiekman/external2/Documents/__MAINZ/data/Skoglund_Science_2014/Gok2.hs37d5.fa.merged.newhead.bam","Sweden_TRB_MN.SG","Gökhem, Västergötland","Sweden",58.174,13.408,4928,"3086-2907 calBCE (4368±27 BP, UBA-14087)",739545,"PASS (literature)"
"I0861","I0861","LazaridisNature2016","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Lazaridis_Nature_2016/BAM/I0861.1240k.bam","Israel_Natufian_published","Raqefet Cave","Israel",32.65,35.067,12700,"12000-9500 BCE",115964,"QUESTIONABLE_CRITICAL (mtmatchmax=0.783-0.994)"
"Gokhem4.SG","Gokhem4","SkoglundScience2014","2012","/media/ydiekman/external2/Documents/__MAINZ/data/Skoglund_Science_2014/Gok4.hs37d5.fa.merged.newhead.CORQUAL.bam","Sweden_TRB_MN.SG","Gökhem, Västergötland","Sweden",58.174,13.408,4924,"3092-2887 calBCE (4341±44 BP, AA-R-10235)",38838,"PASS (literature)"
"Gokhem5.SG","Gokhem5","SkoglundScience2014","2014","/media/ydiekman/external2/Documents/__MAINZ/data/Skoglund_Science_2014/Gok5.hs37d5.fa.merged.newhead.bam","Sweden_TRB_MN.SG","Gökhem, Västergötland","Sweden",58.174,13.408,5084,"3331-2930 calBCE (4440±30 BP, Beta-368294)",22806,"PASS (literature)"
"Gokhem7.SG","Gokhem7","SkoglundScience2014","2014","/media/ydiekman/external2/Documents/__MAINZ/data/Skoglund_Science_2014/Gok7.hs37d5.fa.merged.newhead.sorted.bam","Sweden_TRB_MN.SG_lc","Gökhem, Västergötland","Sweden",58.174,13.408,4755,"2921-2633 calBCE (4232±48 BP, AA-R-10236)",14385,"PASS (literature)"
"PEY163.SG","PEY163","BrunelPNAS2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Brunel_PNAS_2020/PEY163.mappedHs37.trim2.bam","France_Occitanie_IA2.SG","Occitanie (South), Agde, Le Peyrou","France",43.31137,3.48196,2250,"400-200 BCE",118198,"PASS (literature)"
"LYG001","LYG001","WangNatureCommunications2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Wang_NatCom_2019/BAM/LYG001.A0101.fastq.merged.fq.qF.sorted_rmdup.bam","Russia_North_Caucasus","Piedmont, Lysogarskaya","Russia",44.05336,43.21034,4670,"2866-2580 calBCE (4122±23 BP, MAMS-29825)",552955,"PASS (literature)"
"ALA028","ALA028","SkourtaniontiCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Skourtanioti_Cell_2020/ALA028.1240K.bam","Turkey_Alalakh_MLBA","Hatay Province, Tell Atchana/Alalakh","Turkey",36.23778,36.38472,3705,"1878-1636 calBCE (3440±26 BP, MAMS-33693)",843720,"PASS"
"OBKR_96_d","OBKR_96","MittnikScience2019","2019","sample_removed (related)","","","",NA,NA,NA,"",NA,""
